Ride_ID,Driver_ID,Date,Distance_km,Earnings,Tips,Rating
1341,4,2023-02-14,37.62,55.56,12.14,3.6
1342,20,2023-04-01,28.96,40.82,5.08,3.5
1343,58,2023-03-25,15.36,41.34,4.24,3.7
1344,31,2023-04-10,47.62,113.68,22.34,3.5
1345,55,2023-05-14,20.61,24.74,5.73,3.8
1346,87,2023-07-19,48.56,85.41,9.22,3.6
1347,73,2023-02-18,38.43,46.33,11.5,3.3
1348,4,2023-04-16,36.14,53.5,7.85,4.9
1349,34,2023-07-04,3.2,4.87,1.12,3.3
1350,60,2023-03-27,14.97,29.56,1.94,3.7
1351,54,2023-07-01,22.35,38.75,7.76,4.2
1352,54,2023-07-30,6.67,18.93,3.47,3.3
1353,28,2023-05-16,20.09,31.95,5.61,4.0
1354,91,2023-03-28,20.8,56.22,10.38,3.5
1355,25,2023-06-17,14.72,26.54,6.57,3.7
1356,79,2023-06-03,16.4,36.23,4.86,4.0
1357,50,2023-05-02,17.27,29.1,1.95,3.1
1358,90,2023-07-10,22.34,44.16,2.95,4.7
1359,94,2023-07-17,40.13,104.65,13.41,4.1
1360,99,2023-04-24,16.87,20.38,1.17,3.9
1361,78,2023-05-19,30.68,52.93,4.47,4.5
1362,47,2023-04-24,10.3,11.34,2.53,4.6
1363,43,2023-07-29,30.64,87.28,12.53,3.1
1364,68,2023-07-08,26.33,75.57,12.68,3.5
1365,66,2023-06-14,34.36,93.88,16.52,4.2
1366,40,2023-03-16,31.45,87.75,12.33,3.0
1367,2,2023-07-05,13.34,33.7,2.01,4.0
1368,81,2023-04-16,9.84,20.84,3.1,4.8
1369,39,2023-05-04,37.06,68.17,5.78,3.8
1370,59,2023-08-01,30.41,61.06,6.0,3.8
1371,94,2023-02-15,28.64,78.96,4.76,4.0
1372,94,2023-07-21,26.93,46.93,9.34,3.6
1373,46,2023-06-22,49.99,119.99,20.39,4.2
1374,37,2023-07-11,47.38,104.71,25.73,3.4
1375,78,2023-07-15,16.69,43.88,10.51,4.0
1376,73,2023-07-26,11.81,15.35,2.1,4.1
1377,95,2023-02-19,34.99,93.83,10.26,4.5
1378,25,2023-02-24,43.61,107.79,21.51,3.4
1379,84,2023-04-14,34.7,88.86,5.98,3.2
1380,38,2023-07-12,20.17,38.6,2.67,3.6
1381,82,2023-05-11,22.94,54.95,9.17,3.9
1382,36,2023-04-15,22.91,32.0,7.22,3.5
1383,100,2023-05-19,12.98,35.11,7.35,4.3
1384,71,2023-07-26,35.86,99.96,22.93,3.3
1385,53,2023-03-23,21.18,35.88,7.2,3.1
1386,74,2023-08-06,16.27,43.15,6.47,4.0
1387,18,2023-06-08,5.05,12.25,1.95,4.7
1388,46,2023-07-08,23.87,42.83,9.01,3.9
1389,21,2023-05-06,11.38,20.79,2.75,3.7
1390,36,2023-04-10,23.14,62.13,8.04,4.4
1391,43,2023-08-10,24.69,52.76,7.11,4.5
1392,20,2023-07-14,27.73,77.69,12.88,5.0
1393,30,2023-04-29,49.17,126.74,7.31,3.5
1394,58,2023-02-15,18.56,32.71,7.26,3.4
1395,13,2023-03-19,27.71,50.0,7.85,3.6
1396,52,2023-03-05,49.82,63.86,9.94,4.1
1397,6,2023-08-10,12.04,20.78,4.67,3.2
1398,99,2023-04-10,27.64,52.86,5.05,4.5
1399,86,2023-02-26,3.35,9.11,0.83,3.9
1400,37,2023-05-05,37.81,42.52,6.13,4.1
1401,63,2023-06-26,2.64,5.73,1.28,4.9
1402,27,2023-04-04,33.6,93.99,18.88,3.9
1403,74,2023-06-13,46.05,81.88,11.32,4.8
1404,34,2023-04-04,7.31,7.81,1.78,4.6
1405,7,2023-06-22,20.63,52.61,3.66,4.0
1406,97,2023-04-25,47.47,96.56,15.7,3.4
1407,69,2023-04-02,9.75,16.26,1.8,3.9
1408,90,2023-03-03,40.95,98.22,8.22,4.5
1409,89,2023-04-29,3.93,11.77,1.71,3.0
1410,31,2023-06-20,29.32,52.43,4.09,4.7
1411,19,2023-03-18,17.55,17.99,2.84,3.5
1412,89,2023-03-23,39.26,100.45,22.73,4.4
1413,62,2023-02-13,12.54,28.31,6.93,4.7
1414,9,2023-04-09,33.66,50.56,8.46,4.7
1415,3,2023-04-11,26.76,35.47,4.97,4.4
1416,55,2023-04-25,44.48,51.39,4.28,3.7
1417,20,2023-06-10,42.99,52.52,6.71,4.9
1418,53,2023-07-20,2.5,7.36,1.83,4.2
1419,59,2023-04-13,48.16,63.76,9.95,4.8
1420,48,2023-02-16,11.36,13.44,2.69,3.2
1421,74,2023-03-27,4.73,7.93,1.51,4.0
1422,53,2023-06-17,43.67,95.36,9.2,4.6
1423,92,2023-03-07,15.61,18.98,1.35,4.6
1424,54,2023-02-27,26.64,64.18,6.73,3.7
1425,12,2023-02-17,38.76,41.37,4.9,3.4
1426,11,2023-03-02,38.9,87.74,15.39,3.5
1427,97,2023-05-28,14.1,24.94,3.89,3.8
1428,44,2023-04-27,49.86,123.77,9.53,4.2
1429,66,2023-04-25,5.78,12.82,2.11,4.5
1430,45,2023-03-10,46.43,138.96,6.96,3.3
1431,32,2023-04-05,38.02,95.85,8.42,4.4
1432,97,2023-05-02,27.67,32.58,6.44,3.6
1433,45,2023-07-08,37.78,88.94,18.14,4.9
1434,75,2023-07-04,29.18,32.71,1.94,4.1
1435,54,2023-02-19,29.32,40.31,4.28,4.7
1436,91,2023-04-08,9.66,23.97,2.8,4.6
1437,44,2023-08-09,35.78,83.1,15.38,3.9
1438,48,2023-02-15,20.84,27.26,3.27,4.1
1439,78,2023-07-29,19.17,34.48,5.16,4.2
1440,39,2023-04-04,20.13,22.2,4.43,4.0
1441,32,2023-03-31,35.06,65.88,15.88,3.2
1442,25,2023-04-27,32.33,70.53,14.43,4.3
1443,33,2023-03-04,37.55,72.49,8.22,4.4
1444,88,2023-02-14,42.48,85.23,10.81,3.5
1445,33,2023-08-03,45.24,108.72,23.67,4.4
1446,35,2023-07-03,14.7,27.97,6.1,3.2
1447,17,2023-08-10,16.66,20.75,3.86,3.7
1448,50,2023-02-27,42.31,86.3,15.18,3.6
1449,10,2023-03-15,49.31,118.84,26.0,3.9
1450,10,2023-03-12,12.98,29.0,5.68,3.6
1451,45,2023-02-15,18.67,46.85,9.48,3.7
1452,37,2023-04-19,20.55,58.6,13.86,4.3
1453,58,2023-02-20,20.02,39.01,2.06,4.1
1454,71,2023-07-31,20.46,38.36,7.61,4.4
1455,35,2023-08-05,45.6,106.85,8.57,3.7
1456,77,2023-08-02,20.05,36.33,6.37,3.4
1457,89,2023-03-24,40.86,107.18,21.78,4.7
1458,52,2023-06-01,28.01,38.1,5.59,4.6
1459,65,2023-07-03,36.19,51.34,7.75,4.1
1460,38,2023-07-21,31.95,72.32,9.67,3.6
1461,40,2023-07-16,27.21,33.25,7.97,4.7
1462,3,2023-02-14,49.83,75.04,5.22,4.8
1463,88,2023-05-10,7.98,23.44,2.68,4.4
1464,2,2023-03-20,1.17,2.56,0.45,4.1
1465,35,2023-04-02,22.28,50.11,9.33,4.7
1466,43,2023-06-20,32.07,87.04,10.1,3.1
1467,85,2023-03-20,38.1,61.79,15.39,3.5
1468,40,2023-05-12,13.93,41.64,3.06,4.5
1469,34,2023-06-06,39.3,72.01,3.62,4.1
1470,23,2023-03-31,4.76,10.9,1.64,4.9
1471,31,2023-03-05,24.36,31.54,4.27,3.5
1472,2,2023-07-01,35.67,41.99,9.48,4.7
1473,5,2023-06-04,21.17,63.09,7.61,3.8
1474,69,2023-07-31,36.08,101.73,22.59,4.0
1475,6,2023-03-16,40.86,70.47,9.05,4.0
1476,60,2023-07-31,35.09,73.75,11.43,3.3
1477,87,2023-02-15,8.64,24.9,2.65,4.0
1478,65,2023-03-17,10.31,12.32,0.64,3.2
1479,97,2023-04-24,9.24,26.54,2.99,4.1
1480,87,2023-02-19,48.54,98.66,15.83,4.0
1481,53,2023-02-14,46.53,124.88,21.83,4.2
1482,15,2023-07-27,4.54,8.55,0.92,4.6
1483,54,2023-07-23,49.39,121.51,16.67,3.3
1484,49,2023-08-05,20.59,58.26,8.37,4.8
1485,29,2023-05-28,18.87,25.9,3.9,3.6
1486,76,2023-03-30,42.83,118.68,18.01,3.9
1487,93,2023-03-02,24.41,55.57,5.58,3.2
1488,38,2023-06-27,21.23,45.97,8.74,3.6
1489,81,2023-06-30,43.78,114.26,26.06,3.2
1490,31,2023-05-11,43.33,82.79,16.06,4.1
1491,60,2023-05-20,25.14,52.66,5.09,3.6
1492,35,2023-02-17,24.75,67.89,4.88,4.8
1493,84,2023-03-08,26.93,27.82,5.32,4.2
1494,57,2023-05-21,30.59,66.29,11.24,3.6
1495,54,2023-06-02,32.09,62.76,3.86,4.7
1496,57,2023-03-03,35.27,35.98,6.85,3.7
1497,78,2023-03-04,49.49,139.77,16.83,4.1
1498,76,2023-04-06,8.39,17.76,1.44,3.1
1499,47,2023-05-13,4.64,11.64,2.25,3.1
1500,54,2023-07-18,20.3,38.52,2.92,3.4
1501,28,2023-07-07,28.11,56.88,12.69,4.4
1502,5,2023-02-19,32.83,88.24,8.76,3.6
1503,60,2023-05-25,32.19,38.47,7.37,3.1
1504,97,2023-07-17,48.49,118.41,20.65,3.4
1505,57,2023-06-07,12.78,32.52,3.91,3.4
1506,70,2023-02-20,37.37,40.95,8.42,4.5
1507,92,2023-03-22,23.12,30.22,4.68,4.2
1508,75,2023-05-27,23.29,34.15,2.66,4.7
1509,85,2023-06-28,41.26,112.24,22.39,4.1
1510,93,2023-02-14,25.92,63.72,6.88,4.0
1511,88,2023-04-22,25.94,68.6,5.15,3.7
1512,72,2023-04-01,43.47,63.94,15.29,3.4
1513,69,2023-05-18,21.94,28.55,3.38,3.7
1514,97,2023-06-11,30.05,88.68,19.82,3.7
1515,47,2023-03-09,32.43,42.05,8.92,4.7
1516,64,2023-03-23,5.46,8.01,1.36,3.1
1517,15,2023-02-23,36.11,102.88,24.2,4.6
1518,8,2023-05-03,23.4,27.51,3.22,4.8
1519,59,2023-03-16,32.68,64.12,3.39,4.9
1520,25,2023-05-24,15.39,40.13,4.03,3.5
1521,50,2023-03-28,15.17,15.95,1.82,4.2
1522,41,2023-08-08,27.29,69.17,8.78,4.2
1523,53,2023-04-27,4.46,9.82,0.7,4.4
1524,98,2023-07-05,45.06,69.0,9.92,3.9
1525,19,2023-04-11,24.36,48.11,5.27,4.5
1526,4,2023-06-28,15.62,17.85,2.63,4.5
1527,25,2023-04-05,34.59,93.65,17.25,4.7
1528,84,2023-07-12,46.87,137.98,11.36,4.7
1529,13,2023-05-29,45.74,87.0,8.15,3.5
1530,61,2023-05-15,24.89,37.96,7.57,4.2
1531,92,2023-08-07,14.75,16.83,0.85,4.1
1532,16,2023-05-27,18.48,22.35,2.72,3.3
1533,70,2023-05-16,6.39,6.42,0.39,3.8
1534,89,2023-07-03,21.38,44.51,5.1,4.3
1535,37,2023-05-23,37.43,105.39,19.9,4.2
1536,8,2023-05-30,32.88,79.73,17.16,4.5
1537,83,2023-07-27,11.79,13.76,1.39,4.8
1538,3,2023-06-20,35.17,80.5,17.99,3.4
1539,80,2023-06-22,2.85,6.63,0.6,4.2
1540,10,2023-02-16,9.69,24.8,2.59,4.0
1541,80,2023-02-13,3.85,8.76,1.85,3.6
1542,79,2023-03-15,18.38,43.69,7.74,4.4
1543,21,2023-04-14,44.92,65.74,15.82,4.8
1544,66,2023-06-14,49.62,88.79,9.56,4.1
1545,71,2023-05-24,46.3,77.01,7.54,4.4
1546,42,2023-07-10,35.0,104.81,9.7,3.5
1547,89,2023-04-04,35.99,92.08,19.84,4.3
1548,29,2023-07-17,21.12,46.52,6.02,4.8
1549,86,2023-06-08,38.28,105.64,11.48,3.4
1550,40,2023-07-19,29.34,82.71,5.61,3.1
1551,31,2023-06-16,5.14,12.68,1.0,3.8
1552,60,2023-03-29,31.42,51.29,7.29,3.7
1553,42,2023-04-07,12.18,15.65,2.4,3.8
1554,86,2023-04-10,21.66,27.6,5.9,3.6
1555,63,2023-07-29,14.33,20.85,2.13,3.1
1556,78,2023-06-12,21.71,51.64,4.71,4.4
1557,88,2023-08-05,3.02,4.04,0.96,5.0
1558,29,2023-04-16,16.53,25.63,5.08,4.9
1559,21,2023-03-25,31.38,82.38,9.74,4.4
1560,15,2023-06-09,30.99,69.42,4.92,3.9
1561,80,2023-05-12,7.28,8.3,1.46,3.2
1562,68,2023-05-04,26.82,74.54,6.03,3.2
1563,79,2023-05-07,43.12,115.46,7.54,3.2
1564,45,2023-07-03,37.55,110.29,19.07,4.5
1565,71,2023-02-18,39.57,54.73,10.97,4.0
1566,90,2023-08-03,34.42,58.47,4.25,3.3
1567,75,2023-03-11,28.57,80.54,6.79,3.6
1568,50,2023-07-10,43.28,47.4,10.35,3.7
1569,31,2023-04-05,27.51,72.39,6.62,4.6
1570,24,2023-03-10,37.63,81.8,11.2,4.3
1571,31,2023-08-02,29.93,38.25,4.71,4.0
1572,46,2023-07-31,31.06,87.92,19.56,3.4
1573,61,2023-06-28,21.78,32.38,6.8,4.7
1574,40,2023-04-27,43.65,113.82,8.75,3.8
1575,52,2023-05-12,40.76,102.77,7.14,3.1
1576,20,2023-04-11,47.03,131.63,17.88,4.4
1577,96,2023-06-14,35.32,47.25,5.3,3.9
1578,81,2023-03-24,4.54,13.4,3.34,4.2
1579,44,2023-07-12,34.82,54.22,8.01,4.5
1580,82,2023-02-25,33.46,75.15,14.62,3.1
1581,43,2023-04-01,11.73,14.24,2.38,3.9
1582,83,2023-03-30,45.17,71.21,6.89,3.0
1583,78,2023-06-14,15.08,17.81,2.64,3.5
1584,89,2023-07-16,43.92,72.96,6.84,3.9
1585,82,2023-04-03,2.13,2.13,0.25,4.3
1586,7,2023-08-01,29.69,63.91,5.01,4.8
1587,35,2023-06-18,48.21,139.97,20.81,4.8
1588,23,2023-05-21,3.05,5.8,0.99,4.7
1589,77,2023-02-12,15.27,21.36,4.58,3.9
1590,47,2023-06-09,19.88,28.5,3.46,3.5
1591,32,2023-08-09,26.23,78.03,13.89,3.8
1592,27,2023-05-31,9.83,17.02,1.27,3.4
1593,58,2023-03-01,46.26,89.12,16.77,4.3
1594,50,2023-07-27,38.36,58.33,8.0,3.8
1595,44,2023-07-22,7.76,14.49,0.93,3.6
1596,38,2023-05-08,20.54,37.37,8.11,3.5
1597,2,2023-02-23,16.78,44.52,7.04,3.9
1598,54,2023-03-29,49.11,126.38,18.56,3.6
1599,16,2023-06-16,18.18,24.36,4.19,3.6
1600,75,2023-06-11,12.86,31.36,6.93,4.2
1601,23,2023-07-10,26.97,58.8,12.17,3.2
1602,45,2023-06-26,31.85,68.95,8.65,3.4
1603,59,2023-03-14,11.35,24.93,5.06,4.1
1604,56,2023-05-06,14.75,41.22,6.78,3.2
1605,10,2023-03-13,37.01,72.62,10.77,3.1
1606,17,2023-07-18,44.36,90.31,14.13,3.5
1607,72,2023-07-15,2.01,4.98,1.13,4.1
1608,50,2023-07-18,5.44,10.0,2.45,4.6
1609,57,2023-05-29,25.47,53.48,8.19,4.0
1610,16,2023-03-16,16.02,26.0,3.01,4.1
1611,16,2023-06-12,9.88,15.35,2.76,3.2
1612,79,2023-08-08,47.29,87.32,11.46,3.5
1613,92,2023-04-10,36.36,63.75,14.26,3.6
1614,16,2023-07-20,8.1,14.29,1.1,3.1
1615,36,2023-06-11,2.96,4.09,1.0,3.6
1616,57,2023-07-23,22.19,26.48,5.37,4.7
1617,36,2023-03-30,28.4,57.83,13.74,4.7
1618,53,2023-02-12,30.54,85.63,11.76,4.2
1619,16,2023-07-12,40.42,80.82,19.24,4.2
1620,26,2023-06-25,9.72,11.89,1.38,4.5
1621,67,2023-06-09,25.63,39.62,9.35,4.6
1622,76,2023-06-24,36.1,43.09,4.03,4.0
1623,74,2023-03-13,43.1,117.39,21.59,3.6
1624,28,2023-03-20,36.08,48.56,8.42,4.7
1625,8,2023-03-18,8.65,19.27,4.46,4.4
1626,13,2023-04-05,9.29,27.49,3.64,3.4
1627,13,2023-08-10,14.97,32.47,4.99,3.0
1628,10,2023-02-12,24.32,66.17,3.43,3.5
1629,46,2023-02-26,14.72,44.12,4.43,3.5
1630,91,2023-05-23,11.57,23.52,3.09,4.5
1631,96,2023-03-22,48.46,57.47,11.97,4.6
1632,10,2023-05-18,11.4,27.67,3.01,3.5
1633,96,2023-03-01,30.4,56.12,8.58,4.9
1634,86,2023-06-16,20.45,58.18,3.51,3.9
1635,97,2023-03-03,36.13,81.12,12.22,5.0
1636,28,2023-04-26,3.9,4.79,0.84,4.5
1637,42,2023-07-20,15.75,17.14,3.67,3.4
1638,89,2023-03-06,19.72,52.99,3.43,3.1
1639,69,2023-06-07,45.31,96.12,10.77,4.7
1640,3,2023-05-11,46.59,73.58,13.01,3.7
1641,55,2023-04-16,41.75,85.99,6.56,3.9
1642,12,2023-03-31,1.48,2.55,0.29,4.8
1643,82,2023-08-10,49.89,65.89,4.52,4.4
1644,66,2023-05-05,4.62,12.0,1.56,3.9
1645,14,2023-07-08,3.15,4.43,0.86,4.2
1646,89,2023-03-22,38.15,60.43,9.59,4.3
1647,15,2023-06-23,45.3,116.26,20.01,4.4
1648,68,2023-05-24,7.15,11.94,1.05,3.0
1649,76,2023-03-11,5.61,16.44,3.87,3.3
1650,54,2023-06-22,9.42,23.6,4.73,4.4
1651,8,2023-08-05,16.82,40.37,2.52,5.0
1652,15,2023-03-17,15.91,31.49,4.07,4.8
1653,81,2023-03-19,16.59,28.62,5.26,4.7
1654,74,2023-03-07,31.47,45.83,7.44,3.4
1655,79,2023-05-23,36.04,86.83,6.35,4.5
1656,70,2023-04-09,3.95,9.6,1.49,3.1
1657,62,2023-06-26,45.48,68.51,6.24,4.7
1658,74,2023-02-20,24.01,27.63,2.18,3.9
1659,72,2023-05-04,37.98,87.55,19.72,5.0
1660,5,2023-02-24,30.18,68.4,13.07,3.1
1661,49,2023-08-05,18.38,29.95,2.38,4.1
1662,28,2023-04-10,30.98,46.64,2.4,3.4
1663,54,2023-07-28,6.26,16.02,3.62,3.5
1664,81,2023-05-19,22.1,50.71,12.38,4.3
1665,79,2023-05-02,38.36,43.12,7.5,3.6
1666,70,2023-06-30,42.99,62.1,14.71,3.7
1667,20,2023-08-01,24.31,58.51,10.93,4.0
1668,13,2023-08-05,9.46,25.76,3.59,4.6
1669,14,2023-07-28,10.7,21.88,4.12,3.4
1670,49,2023-05-08,6.23,10.94,1.94,4.7
1671,72,2023-04-11,42.66,114.78,27.5,4.8
1672,63,2023-06-21,40.27,73.88,5.97,4.8
1673,80,2023-07-17,34.5,76.01,7.24,4.7
1674,77,2023-03-22,42.07,72.53,16.95,3.1
1675,66,2023-07-11,25.19,64.35,6.37,4.0
1676,35,2023-05-12,30.83,56.3,8.42,3.2
1677,66,2023-06-08,10.87,17.66,3.41,4.4
1678,34,2023-06-08,33.31,35.05,6.83,4.3
1679,93,2023-03-03,34.78,97.72,18.65,4.3
1680,65,2023-07-16,32.53,71.6,7.87,3.0
1681,2,2023-03-15,17.47,31.91,6.98,3.7
1682,66,2023-07-08,28.26,60.98,13.39,4.8
1683,79,2023-03-07,17.94,18.56,3.21,4.9
1684,99,2023-06-08,46.86,57.36,5.89,4.7
1685,33,2023-05-10,37.77,104.3,23.72,5.0
1686,94,2023-03-08,23.18,61.84,12.09,4.5
1687,50,2023-05-27,5.57,14.86,2.19,3.1
1688,82,2023-04-22,1.69,3.83,0.32,3.2
1689,43,2023-05-31,35.05,71.01,11.26,4.3
1690,25,2023-04-03,12.21,22.2,3.42,4.1
1691,14,2023-06-27,40.42,69.04,14.53,4.5
1692,26,2023-05-23,21.08,30.93,5.78,4.5
1693,5,2023-05-04,11.93,25.94,4.89,3.4
1694,90,2023-04-30,48.58,100.9,25.12,4.4
1695,54,2023-08-04,5.43,13.12,2.6,4.3
1696,80,2023-03-05,39.97,56.23,11.39,4.9
1697,6,2023-05-10,29.0,33.6,4.84,3.5
1698,82,2023-02-15,33.04,56.44,4.34,3.7
1699,22,2023-02-13,8.92,23.4,4.92,4.9
1700,70,2023-07-23,4.96,9.25,2.25,3.2
1701,38,2023-06-22,2.25,3.65,0.84,4.5
1702,42,2023-04-09,24.57,68.15,15.94,3.1
1703,44,2023-06-02,20.55,48.95,9.64,4.2
1704,76,2023-06-08,30.39,74.36,3.9,4.1
1705,23,2023-06-08,7.03,10.61,1.7,3.3
1706,5,2023-02-25,17.49,33.23,3.09,3.7
1707,100,2023-07-13,27.16,32.02,1.84,4.0
1708,77,2023-05-12,7.02,10.21,0.94,3.6
1709,95,2023-04-19,16.94,37.2,9.28,4.2
1710,24,2023-04-01,28.38,55.63,13.21,3.4
1711,68,2023-02-16,9.6,12.83,2.54,4.8
1712,71,2023-07-04,14.22,20.74,4.87,4.4
1713,90,2023-06-04,46.14,122.25,26.66,3.7
1714,20,2023-05-04,26.28,76.47,16.11,3.6
1715,50,2023-05-19,31.87,40.11,4.6,3.6
1716,96,2023-05-07,2.54,6.48,1.1,3.7
1717,38,2023-07-08,40.4,109.5,20.02,3.3
1718,72,2023-06-25,5.64,8.17,1.88,3.5
1719,91,2023-08-08,16.36,24.87,4.29,4.9
1720,87,2023-07-31,19.22,48.88,9.83,3.9
1721,93,2023-08-01,29.43,72.95,17.95,4.3
1722,74,2023-06-19,29.95,65.78,12.2,4.4
1723,98,2023-07-21,46.28,63.61,3.45,3.8
1724,99,2023-04-14,34.18,94.9,11.06,5.0
1725,99,2023-07-22,2.21,4.24,1.02,3.5
1726,68,2023-06-10,32.93,41.19,7.13,3.6
1727,43,2023-05-18,7.36,15.49,1.58,3.2
1728,25,2023-07-02,27.86,49.67,7.39,3.9
1729,57,2023-03-01,41.07,56.04,4.31,3.4
1730,32,2023-04-13,33.67,55.72,5.46,3.5
1731,94,2023-06-20,7.12,18.77,4.35,4.8
1732,32,2023-04-01,48.59,72.53,14.56,3.2
1733,93,2023-06-26,3.77,8.75,1.77,4.8
1734,68,2023-05-31,21.95,23.65,3.63,3.9
1735,65,2023-04-23,25.96,56.3,7.63,3.8
1736,97,2023-03-19,5.53,14.39,2.49,4.9
1737,24,2023-05-13,39.2,80.73,5.24,3.9
1738,45,2023-02-27,45.35,63.6,13.12,4.1
1739,90,2023-07-07,48.48,79.52,5.06,4.6
1740,94,2023-06-19,35.3,43.23,5.27,4.9
1741,25,2023-07-11,38.95,61.49,4.5,3.9
1742,32,2023-07-07,33.37,37.93,5.74,3.6
1743,48,2023-03-21,8.72,23.77,1.32,4.4
1744,44,2023-04-27,24.12,37.48,3.4,4.2
1745,86,2023-02-19,23.34,33.52,2.63,3.0
1746,19,2023-02-15,44.0,61.6,9.58,4.4
1747,8,2023-06-16,28.36,84.3,15.37,4.1
1748,56,2023-05-01,42.93,116.96,11.4,3.5
1749,65,2023-08-03,45.74,56.2,10.41,3.4
1750,72,2023-05-11,10.44,28.3,4.88,3.7
1751,22,2023-06-05,36.02,64.52,11.83,4.9
1752,86,2023-07-11,36.15,67.95,5.03,4.1
1753,36,2023-03-02,6.51,8.41,1.45,3.3
1754,29,2023-05-04,34.52,77.46,16.12,4.4
1755,4,2023-03-05,19.83,32.32,4.91,5.0
1756,84,2023-07-10,11.35,26.58,3.47,4.9
1757,35,2023-04-24,37.77,83.84,12.4,4.6
1758,80,2023-06-24,27.04,41.81,2.61,3.3
1759,9,2023-04-04,24.97,55.88,2.94,4.9
1760,26,2023-03-04,7.96,18.51,4.56,4.2
1761,61,2023-04-08,5.42,11.48,1.65,4.5
1762,39,2023-03-07,23.54,63.95,15.58,4.4
1763,70,2023-03-23,19.47,21.39,1.45,3.9
1764,75,2023-03-10,36.28,59.94,6.98,4.4
1765,79,2023-03-19,1.56,3.28,0.27,3.1
1766,84,2023-03-14,42.38,61.56,8.71,3.5
1767,43,2023-08-10,42.35,57.88,5.19,3.4
1768,72,2023-05-05,8.73,22.14,3.51,4.8
1769,45,2023-05-06,32.54,49.98,11.68,4.7
1770,8,2023-05-20,21.46,35.0,5.86,3.2
1771,71,2023-05-25,14.9,30.35,5.77,3.2
1772,65,2023-06-05,36.72,49.49,4.37,3.6
1773,24,2023-07-18,43.65,130.53,27.83,4.4
1774,94,2023-04-20,47.02,83.16,7.85,4.1
1775,6,2023-05-04,35.64,84.14,17.3,3.2
1776,17,2023-03-04,42.99,110.18,19.7,3.6
1777,39,2023-05-15,10.82,14.93,1.22,4.2
1778,24,2023-07-18,21.68,51.69,9.66,4.8
1779,51,2023-07-17,22.85,41.9,3.31,4.7
1780,41,2023-06-12,9.03,11.9,0.64,3.8
1781,18,2023-04-18,17.36,22.19,5.15,3.3
1782,17,2023-05-07,38.52,54.15,7.74,3.4
1783,65,2023-05-23,43.01,124.85,29.44,4.4
1784,26,2023-02-27,14.45,36.98,8.45,3.1
1785,67,2023-03-02,11.16,15.12,3.52,3.1
1786,20,2023-03-16,3.24,8.54,1.39,3.9
1787,30,2023-05-12,33.11,83.89,20.9,4.5
1788,44,2023-04-09,43.1,52.82,10.5,3.5
1789,37,2023-07-14,48.18,100.69,21.08,5.0
1790,92,2023-05-07,8.68,23.33,2.66,4.6
1791,46,2023-06-03,27.76,83.04,18.15,4.1
1792,75,2023-04-09,48.83,133.14,29.94,4.4
1793,24,2023-02-25,49.52,111.09,27.66,4.9
1794,93,2023-07-11,15.28,33.38,3.89,3.5
1795,80,2023-04-11,8.39,9.36,1.18,4.2
1796,75,2023-06-03,27.66,60.32,10.61,4.1
1797,16,2023-05-30,4.35,5.72,0.87,3.2
1798,98,2023-06-06,39.65,71.26,7.75,4.2
1799,14,2023-06-08,6.46,11.75,2.92,4.4
1800,27,2023-04-05,15.25,18.38,3.78,4.0
1801,32,2023-03-08,35.61,37.76,8.97,3.7
1802,61,2023-04-24,43.31,118.31,15.76,4.6
1803,50,2023-07-28,1.83,5.21,0.98,4.1
1804,32,2023-03-26,44.79,79.22,11.96,3.9
1805,30,2023-07-27,8.54,13.73,3.27,3.2
1806,23,2023-04-26,43.0,95.12,22.01,4.1
1807,83,2023-06-02,15.09,44.93,6.68,5.0
1808,28,2023-02-15,33.26,66.31,12.34,4.2
1809,54,2023-06-17,49.25,114.8,10.1,3.6
1810,100,2023-04-02,3.19,5.47,0.37,3.7
1811,68,2023-07-20,43.62,79.09,7.6,3.4
1812,5,2023-06-12,39.49,65.33,5.39,4.8
1813,87,2023-03-25,39.45,70.74,9.14,3.4
1814,56,2023-03-20,6.17,7.56,0.77,3.4
1815,63,2023-06-13,49.83,114.51,17.66,3.8
1816,29,2023-07-25,25.79,71.03,13.76,3.8
1817,83,2023-03-23,23.62,42.52,10.07,4.9
1818,31,2023-07-02,44.98,48.74,6.71,4.3
1819,48,2023-05-14,14.09,24.5,2.5,4.7
1820,9,2023-06-01,49.06,115.8,10.13,4.6
1821,56,2023-02-18,6.16,6.59,0.92,5.0
1822,95,2023-04-21,22.79,64.42,7.52,4.9
1823,55,2023-08-02,44.81,83.08,9.54,4.0
1824,4,2023-05-03,34.61,77.94,10.06,4.0
1825,60,2023-05-13,37.57,90.62,19.12,3.8
1826,9,2023-05-22,15.43,24.09,3.51,3.4
1827,75,2023-02-14,47.9,86.93,8.04,3.8
1828,63,2023-03-13,9.43,20.51,4.15,3.9
1829,66,2023-04-19,44.45,48.14,9.67,3.8
1830,35,2023-04-05,24.39,60.6,4.58,3.3
1831,74,2023-05-28,24.72,26.51,4.36,4.1
1832,100,2023-03-10,37.83,59.0,3.69,3.2
1833,24,2023-07-06,12.77,26.38,3.58,4.9
1834,17,2023-05-10,39.45,49.07,6.94,4.6
1835,72,2023-03-25,41.54,124.26,22.25,3.0
1836,34,2023-06-09,23.35,46.24,9.25,3.9
1837,7,2023-04-12,4.51,8.7,0.69,3.3
1838,25,2023-06-21,23.82,61.5,9.36,3.6
